dataset_id,language,category,source_type,valid,difficulty,labels,text,notes
csharp_project_cli_v2,C#,project_cli,synthetic,True,core,"[""project_training"", ""c#"", ""project_cli"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        int[] values = { 12, 18, 21, 9, 31 };
        int total = 0;
        foreach (var value in values) total += value;
        Console.WriteLine($""Total: {total}"");
        Console.WriteLine($""Average: {total / (double)values.Length:F2}"");
    }
}
",C# project_cli v2 sample built for end-to-end LLM training and project generation.
csharp_project_parser_v1,C#,project_parser,organic,True,core,"[""project_training"", ""c#"", ""project_parser"", ""llm_learning""]","using System;
using System.IO;
class Program {
    static void Main() {
        var lines = File.ReadAllLines(""input.csv"");
        Console.WriteLine(lines.Length);
    }
}
",C# project_parser v1 sample built for end-to-end LLM training and project generation.
csharp_project_parser_v2,C#,project_parser,organic,True,core,"[""project_training"", ""c#"", ""project_parser"", ""llm_learning""]","using System;
using System.IO;
class Program {
    static void Main() {
        var lines = File.ReadAllLines(""input.csv"");
        Console.WriteLine(lines.Length);
    }
}
",C# project_parser v2 sample built for end-to-end LLM training and project generation.
csharp_project_data_pipeline_v1,C#,project_data_pipeline,organic,True,core,"[""project_training"", ""c#"", ""project_data_pipeline"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        string[] raw = { ""1"", ""2"", """", ""NA"", ""7"" };
        int count = 0;
        foreach (var value in raw) if (!string.IsNullOrWhiteSpace(value) && value != ""NA"") count++;
        Console.WriteLine(count);
    }
}
",C# project_data_pipeline v1 sample built for end-to-end LLM training and project generation.
csharp_project_data_pipeline_v2,C#,project_data_pipeline,organic,True,core,"[""project_training"", ""c#"", ""project_data_pipeline"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        string[] raw = { ""1"", ""2"", """", ""NA"", ""7"" };
        int count = 0;
        foreach (var value in raw) if (!string.IsNullOrWhiteSpace(value) && value != ""NA"") count++;
        Console.WriteLine(count);
    }
}
",C# project_data_pipeline v2 sample built for end-to-end LLM training and project generation.
csharp_project_api_v1,C#,project_api,synthetic,True,core,"[""project_training"", ""c#"", ""project_api"", ""llm_learning""]","using System;
class Program {
    static void Main() { Console.WriteLine(""API ready""); }
}
",C# project_api v1 sample built for end-to-end LLM training and project generation.
csharp_project_api_v2,C#,project_api,synthetic,True,core,"[""project_training"", ""c#"", ""project_api"", ""llm_learning""]","using System;
class Program {
    static void Main() { Console.WriteLine(""API ready""); }
}
",C# project_api v2 sample built for end-to-end LLM training and project generation.
csharp_project_http_service_v1,C#,project_http_service,synthetic,True,core,"[""project_training"", ""c#"", ""project_http_service"", ""llm_learning""]","using System;
class Program { static void Main() { Console.WriteLine(""HTTP service stub""); } }
",C# project_http_service v1 sample built for end-to-end LLM training and project generation.
csharp_project_http_service_v2,C#,project_http_service,synthetic,True,core,"[""project_training"", ""c#"", ""project_http_service"", ""llm_learning""]","using System;
class Program { static void Main() { Console.WriteLine(""HTTP service stub""); } }
",C# project_http_service v2 sample built for end-to-end LLM training and project generation.
csharp_project_file_system_v1,C#,project_file_system,organic,True,core,"[""project_training"", ""c#"", ""project_file_system"", ""llm_learning""]","using System;
using System.IO;
class Program {
    static void Main() { foreach (var file in Directory.GetFiles(""."")) Console.WriteLine(file); }
}
",C# project_file_system v1 sample built for end-to-end LLM training and project generation.
csharp_project_file_system_v2,C#,project_file_system,organic,True,core,"[""project_training"", ""c#"", ""project_file_system"", ""llm_learning""]","using System;
using System.IO;
class Program {
    static void Main() { foreach (var file in Directory.GetFiles(""."")) Console.WriteLine(file); }
}
",C# project_file_system v2 sample built for end-to-end LLM training and project generation.
csharp_project_database_v1,C#,project_database,organic,True,core,"[""project_training"", ""c#"", ""project_database"", ""llm_learning""]","using System.Data.SQLite;
class Program {
    static void Main() {
        using var conn = new SQLiteConnection(""Data Source=app.db"");
        conn.Open();
        using var cmd = new SQLiteCommand(""CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)"", conn);
        cmd.ExecuteNonQuery();
    }
}
",C# project_database v1 sample built for end-to-end LLM training and project generation.
csharp_project_database_v2,C#,project_database,organic,True,core,"[""project_training"", ""c#"", ""project_database"", ""llm_learning""]","using System.Data.SQLite;
class Program {
    static void Main() {
        using var conn = new SQLiteConnection(""Data Source=app.db"");
        conn.Open();
        using var cmd = new SQLiteCommand(""CREATE TABLE IF NOT EXISTS users (id INTEGER PRIMARY KEY, name TEXT)"", conn);
        cmd.ExecuteNonQuery();
    }
}
",C# project_database v2 sample built for end-to-end LLM training and project generation.
csharp_project_scheduler_v1,C#,project_scheduler,synthetic,True,core,"[""project_training"", ""c#"", ""project_scheduler"", ""llm_learning""]","using System;
using System.Threading;
class Program {
    static void Main() {
        var timer = new Timer(_ => Console.WriteLine(""tick""), null, 5000, 5000);
        Thread.Sleep(10000);
    }
}
",C# project_scheduler v1 sample built for end-to-end LLM training and project generation.
csharp_project_scheduler_v2,C#,project_scheduler,synthetic,True,core,"[""project_training"", ""c#"", ""project_scheduler"", ""llm_learning""]","using System;
using System.Threading;
class Program {
    static void Main() {
        var timer = new Timer(_ => Console.WriteLine(""tick""), null, 5000, 5000);
        Thread.Sleep(10000);
    }
}
",C# project_scheduler v2 sample built for end-to-end LLM training and project generation.
csharp_memory_v1,C#,memory,synthetic,True,low_level,"[""project_training"", ""c#"", ""memory"", ""llm_learning""]","unsafe static void Copy(byte[] src, byte[] dst) {
    fixed (byte* s = src, d = dst) {
        Buffer.MemoryCopy(s, d, dst.Length, src.Length);
    }
}
",C# memory v1 sample built for end-to-end LLM training and project generation.
csharp_memory_v2,C#,memory,synthetic,True,low_level,"[""project_training"", ""c#"", ""memory"", ""llm_learning""]","unsafe static void Copy(byte[] src, byte[] dst) {
    fixed (byte* s = src, d = dst) {
        Buffer.MemoryCopy(s, d, dst.Length, src.Length);
    }
}
",C# memory v2 sample built for end-to-end LLM training and project generation.
csharp_syscall_v1,C#,syscall,synthetic,True,low_level,"[""project_training"", ""c#"", ""syscall"", ""llm_learning""]","using System.IO;
File.WriteAllText(""/tmp/pid.txt"", System.Environment.ProcessId.ToString());
",C# syscall v1 sample built for end-to-end LLM training and project generation.
csharp_syscall_v2,C#,syscall,synthetic,True,low_level,"[""project_training"", ""c#"", ""syscall"", ""llm_learning""]","using System.IO;
File.WriteAllText(""/tmp/pid.txt"", System.Environment.ProcessId.ToString());
",C# syscall v2 sample built for end-to-end LLM training and project generation.
csharp_assembly_v1,C#,assembly,synthetic,True,low_level,"[""project_training"", ""c#"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov eax, 60
    xor edi, edi
    syscall
",C# assembly v1 sample built for end-to-end LLM training and project generation.
csharp_assembly_v2,C#,assembly,synthetic,True,low_level,"[""project_training"", ""c#"", ""assembly"", ""llm_learning""]","section .text
    global _start
_start:
    mov eax, 60
    xor edi, edi
    syscall
",C# assembly v2 sample built for end-to-end LLM training and project generation.
csharp_binary_v1,C#,binary,synthetic,True,low_level,"[""project_training"", ""c#"", ""binary"", ""llm_learning""]",48 31 c0 48 31 ff 48 c7 c0 3c 00 00 00 0f 05,C# binary v1 sample built for end-to-end LLM training and project generation.
csharp_binary_v2,C#,binary,synthetic,True,low_level,"[""project_training"", ""c#"", ""binary"", ""llm_learning""]",48 31 c0 48 31 ff 48 c7 c0 3c 00 00 00 0f 05,C# binary v2 sample built for end-to-end LLM training and project generation.
csharp_ml_preprocessor_v1,C#,ml_preprocessor,organic,True,core,"[""project_training"", ""c#"", ""ml_preprocessor"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        int[] values = {10, 20, 30};
        for (int i = 0; i < values.Length; i++) values[i] = values[i] / 10;
        Console.WriteLine(string.Join("", "", values));
    }
}
",C# ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
csharp_ml_preprocessor_v2,C#,ml_preprocessor,organic,True,core,"[""project_training"", ""c#"", ""ml_preprocessor"", ""llm_learning""]","using System;
class Program {
    static void Main() {
        int[] values = {10, 20, 30};
        for (int i = 0; i < values.Length; i++) values[i] = values[i] / 10;
        Console.WriteLine(string.Join("", "", values));
    }
}
",C# ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
csharp_project_full_stack_v1,C#,project_full_stack,synthetic,True,core,"[""project_training"", ""c#"", ""project_full_stack"", ""llm_learning""]","using System;
class Program { static void Main() { Console.WriteLine(""Full stack app stub""); } }
",C# project_full_stack v1 sample built for end-to-end LLM training and project generation.
csharp_project_full_stack_v2,C#,project_full_stack,synthetic,True,core,"[""project_training"", ""c#"", ""project_full_stack"", ""llm_learning""]","using System;
class Program { static void Main() { Console.WriteLine(""Full stack app stub""); } }
",C# project_full_stack v2 sample built for end-to-end LLM training and project generation.
csharp_project_tooling_v1,C#,project_tooling,synthetic,True,core,"[""project_training"", ""c#"", ""project_tooling"", ""llm_learning""]","using System;
class Program { static void Main(string[] args) { Console.WriteLine(args.Length > 0 ? args[0] : ""no argument""); } }
",C# project_tooling v1 sample built for end-to-end LLM training and project generation.
csharp_project_tooling_v2,C#,project_tooling,synthetic,True,core,"[""project_training"", ""c#"", ""project_tooling"", ""llm_learning""]","using System;
class Program { static void Main(string[] args) { Console.WriteLine(args.Length > 0 ? args[0] : ""no argument""); } }
",C# project_tooling v2 sample built for end-to-end LLM training and project generation.
cpp_project_cli_v1,C++,project_cli,synthetic,True,core,"[""project_training"", ""c++"", ""project_cli"", ""llm_learning""]","#include <iostream>
#include <vector>
int main() {
    std::vector<int> values = {12, 18, 21, 9, 31};
    int total = 0;
    for (int value : values) total += value;
    std::cout << ""Total: "" << total << '\n';
    std::cout << ""Average: "" << (total / static_cast<double>(values.size())) << '\n';
}
",C++ project_cli v1 sample built for end-to-end LLM training and project generation.
cpp_project_cli_v2,C++,project_cli,synthetic,True,core,"[""project_training"", ""c++"", ""project_cli"", ""llm_learning""]","#include <iostream>
#include <vector>
int main() {
    std::vector<int> values = {12, 18, 21, 9, 31};
    int total = 0;
    for (int value : values) total += value;
    std::cout << ""Total: "" << total << '\n';
    std::cout << ""Average: "" << (total / static_cast<double>(values.size())) << '\n';
}
",C++ project_cli v2 sample built for end-to-end LLM training and project generation.
cpp_project_parser_v1,C++,project_parser,organic,True,core,"[""project_training"", ""c++"", ""project_parser"", ""llm_learning""]","#include <fstream>
#include <iostream>
int main() {
    std::ifstream file(""input.csv"");
    std::string line;
    int count = 0;
    while (std::getline(file, line)) ++count;
    std::cout << count << '\n';
}
",C++ project_parser v1 sample built for end-to-end LLM training and project generation.
cpp_project_parser_v2,C++,project_parser,organic,True,core,"[""project_training"", ""c++"", ""project_parser"", ""llm_learning""]","#include <fstream>
#include <iostream>
int main() {
    std::ifstream file(""input.csv"");
    std::string line;
    int count = 0;
    while (std::getline(file, line)) ++count;
    std::cout << count << '\n';
}
",C++ project_parser v2 sample built for end-to-end LLM training and project generation.
cpp_project_data_pipeline_v1,C++,project_data_pipeline,organic,True,core,"[""project_training"", ""c++"", ""project_data_pipeline"", ""llm_learning""]","#include <iostream>
#include <vector>
#include <string>
int main() {
    std::vector<std::string> raw = {""1"", ""2"", """", ""NA"", ""7""};
    int count = 0;
    for (const auto& value : raw) if (!value.empty() && value != ""NA"") ++count;
    std::cout << count << '\n';
}
",C++ project_data_pipeline v1 sample built for end-to-end LLM training and project generation.
cpp_project_data_pipeline_v2,C++,project_data_pipeline,organic,True,core,"[""project_training"", ""c++"", ""project_data_pipeline"", ""llm_learning""]","#include <iostream>
#include <vector>
#include <string>
int main() {
    std::vector<std::string> raw = {""1"", ""2"", """", ""NA"", ""7""};
    int count = 0;
    for (const auto& value : raw) if (!value.empty() && value != ""NA"") ++count;
    std::cout << count << '\n';
}
",C++ project_data_pipeline v2 sample built for end-to-end LLM training and project generation.
cpp_project_api_v1,C++,project_api,synthetic,True,core,"[""project_training"", ""c++"", ""project_api"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""API ready\n""; }
",C++ project_api v1 sample built for end-to-end LLM training and project generation.
cpp_project_api_v2,C++,project_api,synthetic,True,core,"[""project_training"", ""c++"", ""project_api"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""API ready\n""; }
",C++ project_api v2 sample built for end-to-end LLM training and project generation.
cpp_project_http_service_v1,C++,project_http_service,synthetic,True,core,"[""project_training"", ""c++"", ""project_http_service"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""HTTP service stub\n""; }
",C++ project_http_service v1 sample built for end-to-end LLM training and project generation.
cpp_project_http_service_v2,C++,project_http_service,synthetic,True,core,"[""project_training"", ""c++"", ""project_http_service"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""HTTP service stub\n""; }
",C++ project_http_service v2 sample built for end-to-end LLM training and project generation.
cpp_project_file_system_v1,C++,project_file_system,organic,True,core,"[""project_training"", ""c++"", ""project_file_system"", ""llm_learning""]","#include <filesystem>
#include <iostream>
int main() {
    for (const auto& entry : std::filesystem::directory_iterator(""."")) std::cout << entry.path() << '\n';
}
",C++ project_file_system v1 sample built for end-to-end LLM training and project generation.
cpp_project_file_system_v2,C++,project_file_system,organic,True,core,"[""project_training"", ""c++"", ""project_file_system"", ""llm_learning""]","#include <filesystem>
#include <iostream>
int main() {
    for (const auto& entry : std::filesystem::directory_iterator(""."")) std::cout << entry.path() << '\n';
}
",C++ project_file_system v2 sample built for end-to-end LLM training and project generation.
cpp_project_database_v1,C++,project_database,organic,True,core,"[""project_training"", ""c++"", ""project_database"", ""llm_learning""]","#include <sqlite3.h>
int main() { sqlite3* db = nullptr; sqlite3_open(""app.db"", &db); sqlite3_close(db); return 0; }
",C++ project_database v1 sample built for end-to-end LLM training and project generation.
cpp_project_database_v2,C++,project_database,organic,True,core,"[""project_training"", ""c++"", ""project_database"", ""llm_learning""]","#include <sqlite3.h>
int main() { sqlite3* db = nullptr; sqlite3_open(""app.db"", &db); sqlite3_close(db); return 0; }
",C++ project_database v2 sample built for end-to-end LLM training and project generation.
cpp_project_scheduler_v1,C++,project_scheduler,synthetic,True,core,"[""project_training"", ""c++"", ""project_scheduler"", ""llm_learning""]","#include <thread>
#include <chrono>
#include <iostream>
int main() {
    std::this_thread::sleep_for(std::chrono::seconds(1));
    std::cout << ""tick\n"";
}
",C++ project_scheduler v1 sample built for end-to-end LLM training and project generation.
cpp_project_scheduler_v2,C++,project_scheduler,synthetic,True,core,"[""project_training"", ""c++"", ""project_scheduler"", ""llm_learning""]","#include <thread>
#include <chrono>
#include <iostream>
int main() {
    std::this_thread::sleep_for(std::chrono::seconds(1));
    std::cout << ""tick\n"";
}
",C++ project_scheduler v2 sample built for end-to-end LLM training and project generation.
cpp_memory_v1,C++,memory,synthetic,True,low_level,"[""project_training"", ""c++"", ""memory"", ""llm_learning""]","#include <cstring>
void copy_bytes(unsigned char* dst, const unsigned char* src, size_t n) { std::memcpy(dst, src, n); }
",C++ memory v1 sample built for end-to-end LLM training and project generation.
cpp_memory_v2,C++,memory,synthetic,True,low_level,"[""project_training"", ""c++"", ""memory"", ""llm_learning""]","#include <cstring>
void copy_bytes(unsigned char* dst, const unsigned char* src, size_t n) { std::memcpy(dst, src, n); }
",C++ memory v2 sample built for end-to-end LLM training and project generation.
cpp_syscall_v1,C++,syscall,synthetic,True,low_level,"[""project_training"", ""c++"", ""syscall"", ""llm_learning""]","#include <fstream>
int main() { std::ofstream out(""/tmp/pid.txt""); out << getpid(); }
",C++ syscall v1 sample built for end-to-end LLM training and project generation.
cpp_syscall_v2,C++,syscall,synthetic,True,low_level,"[""project_training"", ""c++"", ""syscall"", ""llm_learning""]","#include <fstream>
int main() { std::ofstream out(""/tmp/pid.txt""); out << getpid(); }
",C++ syscall v2 sample built for end-to-end LLM training and project generation.
cpp_assembly_v1,C++,assembly,synthetic,True,low_level,"[""project_training"", ""c++"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 0
    ret
",C++ assembly v1 sample built for end-to-end LLM training and project generation.
cpp_assembly_v2,C++,assembly,synthetic,True,low_level,"[""project_training"", ""c++"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 0
    ret
",C++ assembly v2 sample built for end-to-end LLM training and project generation.
cpp_binary_v1,C++,binary,synthetic,True,low_level,"[""project_training"", ""c++"", ""binary"", ""llm_learning""]",55 48 89 e5 48 83 ec 10 89 7d fc 8b 45 fc 83 c0 01 89 45 fc eb e7 8b 45 fc 5d c3,C++ binary v1 sample built for end-to-end LLM training and project generation.
cpp_binary_v2,C++,binary,synthetic,True,low_level,"[""project_training"", ""c++"", ""binary"", ""llm_learning""]",55 48 89 e5 48 83 ec 10 89 7d fc 8b 45 fc 83 c0 01 89 45 fc eb e7 8b 45 fc 5d c3,C++ binary v2 sample built for end-to-end LLM training and project generation.
cpp_ml_preprocessor_v1,C++,ml_preprocessor,organic,True,core,"[""project_training"", ""c++"", ""ml_preprocessor"", ""llm_learning""]","#include <iostream>
#include <vector>
int main() {
    std::vector<int> values = {10, 20, 30};
    for (int& value : values) value /= 10;
    for (int value : values) std::cout << value << ' ';
}
",C++ ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
cpp_ml_preprocessor_v2,C++,ml_preprocessor,organic,True,core,"[""project_training"", ""c++"", ""ml_preprocessor"", ""llm_learning""]","#include <iostream>
#include <vector>
int main() {
    std::vector<int> values = {10, 20, 30};
    for (int& value : values) value /= 10;
    for (int value : values) std::cout << value << ' ';
}
",C++ ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
cpp_project_full_stack_v1,C++,project_full_stack,synthetic,True,core,"[""project_training"", ""c++"", ""project_full_stack"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""Full stack app stub\n""; }
",C++ project_full_stack v1 sample built for end-to-end LLM training and project generation.
cpp_project_full_stack_v2,C++,project_full_stack,synthetic,True,core,"[""project_training"", ""c++"", ""project_full_stack"", ""llm_learning""]","#include <iostream>
int main() { std::cout << ""Full stack app stub\n""; }
",C++ project_full_stack v2 sample built for end-to-end LLM training and project generation.
cpp_project_tooling_v1,C++,project_tooling,synthetic,True,core,"[""project_training"", ""c++"", ""project_tooling"", ""llm_learning""]","#include <iostream>
int main(int argc, char** argv) { std::cout << (argc > 1 ? argv[1] : ""no argument"") << '\n'; }
",C++ project_tooling v1 sample built for end-to-end LLM training and project generation.
cpp_project_tooling_v2,C++,project_tooling,synthetic,True,core,"[""project_training"", ""c++"", ""project_tooling"", ""llm_learning""]","#include <iostream>
int main(int argc, char** argv) { std::cout << (argc > 1 ? argv[1] : ""no argument"") << '\n'; }
",C++ project_tooling v2 sample built for end-to-end LLM training and project generation.
go_project_cli_v1,Go,project_cli,synthetic,True,core,"[""project_training"", ""go"", ""project_cli"", ""llm_learning""]","package main

import ""fmt""

func main() {
    values := []int{12, 18, 21, 9, 31}
    total := 0
    for _, v := range values { total += v }
    fmt.Println(""Total:"", total)
    fmt.Printf(""Average: %.2f\n"", float64(total)/float64(len(values)))
}
",Go project_cli v1 sample built for end-to-end LLM training and project generation.
go_project_cli_v2,Go,project_cli,synthetic,True,core,"[""project_training"", ""go"", ""project_cli"", ""llm_learning""]","package main

import ""fmt""

func main() {
    values := []int{12, 18, 21, 9, 31}
    total := 0
    for _, v := range values { total += v }
    fmt.Println(""Total:"", total)
    fmt.Printf(""Average: %.2f\n"", float64(total)/float64(len(values)))
}
",Go project_cli v2 sample built for end-to-end LLM training and project generation.
go_project_parser_v1,Go,project_parser,organic,True,core,"[""project_training"", ""go"", ""project_parser"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    data, _ := os.ReadFile(""input.csv"")
    fmt.Println(len(data))
}
",Go project_parser v1 sample built for end-to-end LLM training and project generation.
go_project_parser_v2,Go,project_parser,organic,True,core,"[""project_training"", ""go"", ""project_parser"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    data, _ := os.ReadFile(""input.csv"")
    fmt.Println(len(data))
}
",Go project_parser v2 sample built for end-to-end LLM training and project generation.
go_project_data_pipeline_v1,Go,project_data_pipeline,organic,True,core,"[""project_training"", ""go"", ""project_data_pipeline"", ""llm_learning""]","package main

import ""fmt""

func main() {
    raw := []string{""1"", ""2"", """", ""NA"", ""7""}
    count := 0
    for _, value := range raw { if value != """" && value != ""NA"" { count++ } }
    fmt.Println(count)
}
",Go project_data_pipeline v1 sample built for end-to-end LLM training and project generation.
go_project_data_pipeline_v2,Go,project_data_pipeline,organic,True,core,"[""project_training"", ""go"", ""project_data_pipeline"", ""llm_learning""]","package main

import ""fmt""

func main() {
    raw := []string{""1"", ""2"", """", ""NA"", ""7""}
    count := 0
    for _, value := range raw { if value != """" && value != ""NA"" { count++ } }
    fmt.Println(count)
}
",Go project_data_pipeline v2 sample built for end-to-end LLM training and project generation.
go_project_api_v1,Go,project_api,synthetic,True,core,"[""project_training"", ""go"", ""project_api"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""API ready"") }
",Go project_api v1 sample built for end-to-end LLM training and project generation.
go_project_api_v2,Go,project_api,synthetic,True,core,"[""project_training"", ""go"", ""project_api"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""API ready"") }
",Go project_api v2 sample built for end-to-end LLM training and project generation.
go_project_http_service_v1,Go,project_http_service,synthetic,True,core,"[""project_training"", ""go"", ""project_http_service"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""HTTP service stub"") }
",Go project_http_service v1 sample built for end-to-end LLM training and project generation.
go_project_http_service_v2,Go,project_http_service,synthetic,True,core,"[""project_training"", ""go"", ""project_http_service"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""HTTP service stub"") }
",Go project_http_service v2 sample built for end-to-end LLM training and project generation.
go_project_file_system_v1,Go,project_file_system,organic,True,core,"[""project_training"", ""go"", ""project_file_system"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    entries, _ := os.ReadDir(""."")
    for _, entry := range entries { fmt.Println(entry.Name()) }
}
",Go project_file_system v1 sample built for end-to-end LLM training and project generation.
go_project_file_system_v2,Go,project_file_system,organic,True,core,"[""project_training"", ""go"", ""project_file_system"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    entries, _ := os.ReadDir(""."")
    for _, entry := range entries { fmt.Println(entry.Name()) }
}
",Go project_file_system v2 sample built for end-to-end LLM training and project generation.
go_project_database_v1,Go,project_database,organic,True,core,"[""project_training"", ""go"", ""project_database"", ""llm_learning""]","package main

import ""database/sql

func main() {
    _ = sql.Open(""sqlite3"", ""app.db"")
}
",Go project_database v1 sample built for end-to-end LLM training and project generation.
go_project_database_v2,Go,project_database,organic,True,core,"[""project_training"", ""go"", ""project_database"", ""llm_learning""]","package main

import ""database/sql

func main() {
    _ = sql.Open(""sqlite3"", ""app.db"")
}
",Go project_database v2 sample built for end-to-end LLM training and project generation.
go_project_scheduler_v1,Go,project_scheduler,synthetic,True,core,"[""project_training"", ""go"", ""project_scheduler"", ""llm_learning""]","package main

import ""time""

func main() {
    ticker := time.NewTicker(5 * time.Second)
    defer ticker.Stop()
    for range ticker.C { println(""tick"") }
}
",Go project_scheduler v1 sample built for end-to-end LLM training and project generation.
go_project_scheduler_v2,Go,project_scheduler,synthetic,True,core,"[""project_training"", ""go"", ""project_scheduler"", ""llm_learning""]","package main

import ""time""

func main() {
    ticker := time.NewTicker(5 * time.Second)
    defer ticker.Stop()
    for range ticker.C { println(""tick"") }
}
",Go project_scheduler v2 sample built for end-to-end LLM training and project generation.
go_memory_v1,Go,memory,synthetic,True,low_level,"[""project_training"", ""go"", ""memory"", ""llm_learning""]","package main

func copyBytes(dst, src []byte) { copy(dst, src) }
",Go memory v1 sample built for end-to-end LLM training and project generation.
go_memory_v2,Go,memory,synthetic,True,low_level,"[""project_training"", ""go"", ""memory"", ""llm_learning""]","package main

func copyBytes(dst, src []byte) { copy(dst, src) }
",Go memory v2 sample built for end-to-end LLM training and project generation.
go_syscall_v1,Go,syscall,synthetic,True,low_level,"[""project_training"", ""go"", ""syscall"", ""llm_learning""]","package main

import ""os""

func main() { _ = os.WriteFile(""/tmp/pid.txt"", []byte(""123""), 0644) }
",Go syscall v1 sample built for end-to-end LLM training and project generation.
go_syscall_v2,Go,syscall,synthetic,True,low_level,"[""project_training"", ""go"", ""syscall"", ""llm_learning""]","package main

import ""os""

func main() { _ = os.WriteFile(""/tmp/pid.txt"", []byte(""123""), 0644) }
",Go syscall v2 sample built for end-to-end LLM training and project generation.
go_assembly_v1,Go,assembly,synthetic,True,low_level,"[""project_training"", ""go"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 0
    ret
",Go assembly v1 sample built for end-to-end LLM training and project generation.
go_assembly_v2,Go,assembly,synthetic,True,low_level,"[""project_training"", ""go"", ""assembly"", ""llm_learning""]","section .text
    global main
main:
    mov eax, 0
    ret
",Go assembly v2 sample built for end-to-end LLM training and project generation.
go_binary_v1,Go,binary,synthetic,True,low_level,"[""project_training"", ""go"", ""binary"", ""llm_learning""]",48 83 ec 08 48 89 5c 24 08 48 83 c4 08 c3,Go binary v1 sample built for end-to-end LLM training and project generation.
go_binary_v2,Go,binary,synthetic,True,low_level,"[""project_training"", ""go"", ""binary"", ""llm_learning""]",48 83 ec 08 48 89 5c 24 08 48 83 c4 08 c3,Go binary v2 sample built for end-to-end LLM training and project generation.
go_ml_preprocessor_v1,Go,ml_preprocessor,organic,True,core,"[""project_training"", ""go"", ""ml_preprocessor"", ""llm_learning""]","package main

import ""fmt""

func main() {
    values := []int{10, 20, 30}
    for i := range values { values[i] /= 10 }
    fmt.Println(values)
}
",Go ml_preprocessor v1 sample built for end-to-end LLM training and project generation.
go_ml_preprocessor_v2,Go,ml_preprocessor,organic,True,core,"[""project_training"", ""go"", ""ml_preprocessor"", ""llm_learning""]","package main

import ""fmt""

func main() {
    values := []int{10, 20, 30}
    for i := range values { values[i] /= 10 }
    fmt.Println(values)
}
",Go ml_preprocessor v2 sample built for end-to-end LLM training and project generation.
go_project_full_stack_v1,Go,project_full_stack,synthetic,True,core,"[""project_training"", ""go"", ""project_full_stack"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""Full stack app stub"") }
",Go project_full_stack v1 sample built for end-to-end LLM training and project generation.
go_project_full_stack_v2,Go,project_full_stack,synthetic,True,core,"[""project_training"", ""go"", ""project_full_stack"", ""llm_learning""]","package main

import ""fmt""

func main() { fmt.Println(""Full stack app stub"") }
",Go project_full_stack v2 sample built for end-to-end LLM training and project generation.
go_project_tooling_v1,Go,project_tooling,synthetic,True,core,"[""project_training"", ""go"", ""project_tooling"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    if len(os.Args) > 1 { fmt.Println(os.Args[1]) } else { fmt.Println(""no argument"") }
}
",Go project_tooling v1 sample built for end-to-end LLM training and project generation.
go_project_tooling_v2,Go,project_tooling,synthetic,True,core,"[""project_training"", ""go"", ""project_tooling"", ""llm_learning""]","package main

import (
    ""fmt""
    ""os""
)

func main() {
    if len(os.Args) > 1 { fmt.Println(os.Args[1]) } else { fmt.Println(""no argument"") }
}
",Go project_tooling v2 sample built for end-to-end LLM training and project generation.
rust_project_cli_v1,Rust,project_cli,synthetic,True,core,"[""project_training"", ""rust"", ""project_cli"", ""llm_learning""]","fn main() {
    let values = [12, 18, 21, 9, 31];
    let total: i32 = values.iter().sum();
    println!(""Total: {}"", total);
    println!(""Average: {:.2}"", total as f64 / values.len() as f64);
}
",Rust project_cli v1 sample built for end-to-end LLM training and project generation.
