dataset_id,language,category,source_type,valid,difficulty,labels,text,notes
php_syscall_7,PHP,syscall,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""php"", ""syscall""]","<?php
file_put_contents('/tmp/pid.txt', getmypid());
","PHP syscall sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
php_assembly_8,PHP,assembly,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""php"", ""assembly""]","section .text
    global _start
_start:
    mov eax, 60
    xor edi, edi
    syscall
","PHP assembly sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
php_binary_9,PHP,binary,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""php"", ""binary""]",48 31 c0 48 31 ff 48 c7 c0 3c 00 00 00 0f 05,"PHP binary sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
php_organic_high_level_10,PHP,organic_high_level,organic,True,core,"[""code_generation"", ""project_building"", ""php"", ""organic_high_level""]","<?php
$data = file_get_contents('config.json');
$config = json_decode($data, true);
echo $config['timeout'];
","PHP organic_high_level sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_project_cli_1,Ruby,project_cli,synthetic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""project_cli""]","items = [12, 18, 21, 9, 31]
total = items.sum
puts ""Total: #{total}""
puts ""Average: #{(total / items.length.to_f).round(2)}""
","Ruby project_cli sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_project_parser_2,Ruby,project_parser,synthetic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""project_parser""]","lines = File.readlines('sales.csv')
puts ""Rows: #{lines.length}""
","Ruby project_parser sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_project_data_pipeline_3,Ruby,project_data_pipeline,synthetic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""project_data_pipeline""]","raw = ['1', '2', '', 'NA', '7']
clean = raw.reject { |v| v.empty? || v == 'NA' }.map(&:to_i)
p clean
","Ruby project_data_pipeline sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_project_api_4,Ruby,project_api,synthetic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""project_api""]","puts 'API stub ready'
","Ruby project_api sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_project_system_tool_5,Ruby,project_system_tool,synthetic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""project_system_tool""]","Dir.children('.').grep(/\.rb$/).each { |name| puts name }
","Ruby project_system_tool sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_memory_6,Ruby,memory,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""ruby"", ""memory""]","def copy_bytes(src, dst)
  src.each_with_index { |byte, idx| dst[idx] = byte }
  dst
end
","Ruby memory sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_syscall_7,Ruby,syscall,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""ruby"", ""syscall""]","File.write('/tmp/pid.txt', Process.pid.to_s)
","Ruby syscall sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_assembly_8,Ruby,assembly,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""ruby"", ""assembly""]","section .text
    global _start
_start:
    mov eax, 1
    mov ebx, 0
    int 0x80
","Ruby assembly sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_binary_9,Ruby,binary,synthetic,True,low_level,"[""code_generation"", ""project_building"", ""ruby"", ""binary""]",b8 01 00 00 00 bb 00 00 00 00 cd 80,"Ruby binary sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
ruby_organic_high_level_10,Ruby,organic_high_level,organic,True,core,"[""code_generation"", ""project_building"", ""ruby"", ""organic_high_level""]","data = File.read('config.json')
config = JSON.parse(data)
puts config['timeout']
","Ruby organic_high_level sample for end-to-end LLM training, including realistic project-building patterns and low-level understanding."
